scope	mode	seq	dir	len	bip39_words	bip39_windows	bip39_valid	el_win12_13	el_valid12_13	el_win_all	el_valid_all	old_windows	wif_bip38_valid
p77	w10	white	fwd	27	9	1	0	31	0	130	1	0	0
p77	w10	white	rev	27	9	1	0	31	1	130	1	0	0
p77	w10	under_strike	fwd	0	0	0	0	0	0	0	0	0	0
p77	w10	under_strike	rev	0	0	0	0	0	0	0	0	0	0
p77	w10	sent_first	fwd	16	1	0	0	18	0	30	0	0	0
p77	w10	sent_first	rev	16	1	0	0	18	0	30	0	0	0
p77	w10	sent_last	fwd	16	4	0	0	9	0	15	0	0	0
p77	w10	sent_last	rev	16	4	0	0	9	0	15	0	0	0
p77	w05	emph	fwd	82	20	83	2	278	0	1664	9	6	0
p77	w05	emph	rev	82	20	83	5	278	2	1664	12	6	0
p77	w05	bold_nobar	fwd	44	9	2	0	126	0	676	4	0	0
p77	w05	bold_nobar	rev	44	9	2	0	126	0	676	4	0	0
p77	w05	nonemph	fwd	181	35	660	14	1007	7	6331	31	63	0
p77	w05	nonemph	rev	181	35	660	13	1007	4	6331	38	63	0
p77	w05	runfirst	fwd	14	3	0	0	8	0	9	0	0	0
p77	w05	runfirst	rev	14	3	0	0	8	0	9	0	0	0
p77	w05	runlast	fwd	14	4	0	0	8	0	9	0	0	0
p77	w05	runlast	rev	14	4	0	0	8	0	9	0	0	0
p77	w05	before	fwd	14	1	0	0	10	0	12	0	0	0
p77	w05	before	rev	14	1	0	0	10	0	12	0	0	0
p77	w05	after	fwd	14	1	0	0	10	0	12	0	0	0
p77	w05	after	rev	14	1	0	0	10	0	12	0	0	0
p77	w05	runfirst_L	fwd	22	5	0	0	40	2	121	3	0	0
p77	w05	runfirst_L	rev	22	5	0	0	40	0	121	0	0	0
p77	w05	runlast_L	fwd	22	5	0	0	40	1	121	1	0	0
p77	w05	runlast_L	rev	22	5	0	0	40	0	121	1	0	0
p77	w05	boldrun_first	fwd	9	3	0	0	0	0	0	0	0	0
p77	w05	boldrun_first	rev	9	3	0	0	0	0	0	0	0	0
p77	w05	boldrun_last	fwd	9	4	0	0	0	0	0	0	0	0
p77	w05	boldrun_last	rev	9	4	0	0	0	0	0	0	0	0
p77	w05	sent_emph_first	fwd	12	3	0	0	1	0	1	0	0	0
p77	w05	sent_emph_first	rev	12	3	0	0	1	0	1	0	0	0
p77	w05	sent_emph_last	fwd	12	2	0	0	1	0	1	0	0	0
p77	w05	sent_emph_last	rev	12	2	0	0	1	0	1	0	0	0
p77	w05	esent_first	fwd	12	1	0	0	1	0	1	0	0	0
p77	w05	esent_first	rev	12	1	0	0	1	0	1	0	0	0
p77	w05	esent_last	fwd	12	4	0	0	1	0	1	0	0	0
p77	w05	esent_last	rev	12	4	0	0	1	0	1	0	0	0
p77	any	emph	fwd	96	20	88	2	334	0	2028	11	8	0
p77	any	emph	rev	96	20	88	4	334	4	2028	16	8	0
p77	any	bold_nobar	fwd	58	9	3	0	182	0	1040	6	0	0
p77	any	bold_nobar	rev	58	9	3	0	182	2	1040	6	0	0
p77	any	nonemph	fwd	167	35	650	12	923	8	5785	36	59	0
p77	any	nonemph	rev	167	35	650	13	923	5	5785	30	59	0
p77	any	runfirst	fwd	18	2	0	0	24	0	49	0	0	0
p77	any	runfirst	rev	18	2	0	0	24	0	49	0	0	0
p77	any	runlast	fwd	18	1	0	0	24	0	49	0	0	0
p77	any	runlast	rev	18	1	0	0	24	0	49	0	0	0
p77	any	before	fwd	18	2	0	0	13	0	28	0	0	0
p77	any	before	rev	18	2	0	0	13	0	28	0	0	0
p77	any	after	fwd	18	2	0	0	26	0	56	0	0	0
p77	any	after	rev	18	2	0	0	26	0	56	0	0	0
p77	any	runfirst_L	fwd	29	4	0	0	68	0	299	0	0	0
p77	any	runfirst_L	rev	29	4	0	0	68	0	299	0	0	0
p77	any	runlast_L	fwd	29	4	0	0	68	0	299	1	0	0
p77	any	runlast_L	rev	29	4	0	0	68	0	299	1	0	0
p77	any	boldrun_first	fwd	13	2	0	0	4	0	4	0	0	0
p77	any	boldrun_first	rev	13	2	0	0	4	0	4	0	0	0
p77	any	boldrun_last	fwd	13	1	0	0	4	0	4	0	0	0
p77	any	boldrun_last	rev	13	1	0	0	4	0	4	0	0	0
p77	any	sent_emph_first	fwd	14	2	0	0	8	0	9	0	0	0
p77	any	sent_emph_first	rev	14	2	0	0	8	0	9	0	0	0
p77	any	sent_emph_last	fwd	14	1	0	0	8	0	9	0	0	0
p77	any	sent_emph_last	rev	14	1	0	0	8	0	9	0	0	0
p77	any	esent_first	fwd	14	1	0	0	5	0	6	0	0	0
p77	any	esent_first	rev	14	1	0	0	5	0	6	0	0	0
p77	any	esent_last	fwd	14	4	0	0	5	0	6	0	0	0
p77	any	esent_last	rev	14	4	0	0	5	0	6	0	0	0
p78	w10	emph	fwd	149	29	470	16	827	2	5161	22	49	0
p78	w10	emph	rev	149	29	470	14	827	4	5161	27	49	0
p78	w10	bold_nobar	fwd	106	23	280	2	573	4	3510	15	15	0
p78	w10	bold_nobar	rev	106	23	280	10	573	0	3510	22	15	0
p78	w10	nonemph	fwd	62	15	31	2	101	1	585	2	3	0
p78	w10	nonemph	rev	62	15	31	2	101	0	585	4	3	0
p78	w10	runfirst	fwd	10	1	0	0	0	0	0	0	0	0
p78	w10	runfirst	rev	10	1	0	0	0	0	0	0	0	0
p78	w10	runlast	fwd	10	1	0	0	0	0	0	0	0	0
p78	w10	runlast	rev	10	1	0	0	0	0	0	0	0	0
p78	w10	before	fwd	9	2	0	0	0	0	0	0	0	0
p78	w10	before	rev	9	2	0	0	0	0	0	0	0	0
p78	w10	after	fwd	9	2	0	0	0	0	0	0	0	0
p78	w10	after	rev	9	2	0	0	0	0	0	0	0	0
p78	w10	runfirst_L	fwd	27	8	0	0	91	1	377	1	0	0
p78	w10	runfirst_L	rev	27	8	0	0	91	0	377	2	0	0
p78	w10	runlast_L	fwd	27	1	0	0	93	0	390	0	0	0
p78	w10	runlast_L	rev	27	1	0	0	93	0	390	3	0	0
p78	w10	boldrun_first	fwd	7	1	0	0	0	0	0	0	0	0
p78	w10	boldrun_first	rev	7	1	0	0	0	0	0	0	0	0
p78	w10	boldrun_last	fwd	7	2	0	0	0	0	0	0	0	0
p78	w10	boldrun_last	rev	7	2	0	0	0	0	0	0	0	0
p78	w10	sent_emph_first	fwd	13	2	0	0	6	0	6	0	0	0
p78	w10	sent_emph_first	rev	13	2	0	0	6	0	6	0	0	0
p78	w10	sent_emph_last	fwd	13	1	0	0	11	0	12	0	0	0
p78	w10	sent_emph_last	rev	13	1	0	0	11	0	12	0	0	0
p78	w10	esent_first	fwd	13	2	0	0	6	0	6	0	0	0
p78	w10	esent_first	rev	13	2	0	0	6	0	6	0	0	0
p78	w10	esent_last	fwd	13	1	0	0	11	0	12	0	0	0
p78	w10	esent_last	rev	13	1	0	0	11	0	12	0	0	0
p78	w10	bar_all	fwd	43	6	3	0	185	1	988	5	0	0
p78	w10	bar_all	rev	43	6	3	0	185	0	988	7	0	0
p78	w10	orange	fwd	22	2	0	0	59	0	177	0	0	0
p78	w10	orange	rev	22	2	0	0	59	0	177	0	0	0
p78	w10	black	fwd	21	4	0	0	19	1	55	1	0	0
p78	w10	black	rev	21	4	0	0	19	0	55	0	0	0
p78	w10	white	fwd	0	0	0	0	0	0	0	0	0	0
p78	w10	white	rev	0	0	0	0	0	0	0	0	0	0
p78	w10	under_strike	fwd	0	0	0	0	0	0	0	0	0	0
p78	w10	under_strike	rev	0	0	0	0	0	0	0	0	0	0
p78	w10	sent_first	fwd	13	2	0	0	6	0	6	0	0	0
p78	w10	sent_first	rev	13	2	0	0	6	0	6	0	0	0
p78	w10	sent_last	fwd	13	1	0	0	11	0	12	0	0	0
p78	w10	sent_last	rev	13	1	0	0	11	0	12	0	0	0
p78	w05	emph	fwd	150	29	480	17	833	2	5200	19	49	0
p78	w05	emph	rev	150	29	480	14	833	3	5200	27	49	0
p78	w05	bold_nobar	fwd	107	23	290	4	579	4	3549	17	15	0
p78	w05	bold_nobar	rev	107	23	290	8	579	0	3549	21	15	0
p78	w05	nonemph	fwd	61	15	27	2	99	1	572	2	3	0
p78	w05	nonemph	rev	61	15	27	1	99	0	572	5	3	0
p78	w05	runfirst	fwd	11	1	0	0	0	0	0	0	0	0
p78	w05	runfirst	rev	11	1	0	0	0	0	0	0	0	0
p78	w05	runlast	fwd	11	1	0	0	0	0	0	0	0	0
p78	w05	runlast	rev	11	1	0	0	0	0	0	0	0	0
p78	w05	before	fwd	10	3	0	0	0	0	0	0	0	0
p78	w05	before	rev	10	3	0	0	0	0	0	0	0	0
p78	w05	after	fwd	10	2	0	0	0	0	0	0	0	0
p78	w05	after	rev	10	2	0	0	0	0	0	0	0	0
p78	w05	runfirst_L	fwd	28	8	0	0	97	0	416	2	0	0
p78	w05	runfirst_L	rev	28	8	0	0	97	0	416	1	0	0
p78	w05	runlast_L	fwd	28	1	0	0	99	0	429	1	0	0
p78	w05	runlast_L	rev	28	1	0	0	99	1	429	4	0	0
p78	w05	boldrun_first	fwd	8	1	0	0	0	0	0	0	0	0
p78	w05	boldrun_first	rev	8	1	0	0	0	0	0	0	0	0
p78	w05	boldrun_last	fwd	8	2	0	0	0	0	0	0	0	0
p78	w05	boldrun_last	rev	8	2	0	0	0	0	0	0	0	0
p78	w05	sent_emph_first	fwd	13	2	0	0	6	0	6	0	0	0
p78	w05	sent_emph_first	rev	13	2	0	0	6	0	6	0	0	0
p78	w05	sent_emph_last	fwd	13	0	0	0	11	0	12	0	0	0
p78	w05	sent_emph_last	rev	13	0	0	0	11	0	12	0	0	0
p78	w05	esent_first	fwd	13	2	0	0	6	0	6	0	0	0
p78	w05	esent_first	rev	13	2	0	0	6	0	6	0	0	0
p78	w05	esent_last	fwd	13	1	0	0	11	0	12	0	0	0
p78	w05	esent_last	rev	13	1	0	0	11	0	12	0	0	0
p78	any	emph	fwd	154	30	510	18	857	2	5356	23	51	0
p78	any	emph	rev	154	30	510	13	857	3	5356	28	51	0
p78	any	bold_nobar	fwd	111	24	320	1	603	4	3705	19	16	0
p78	any	bold_nobar	rev	111	24	320	10	603	0	3705	19	16	0
p78	any	nonemph	fwd	57	14	18	1	91	0	520	1	2	0
p78	any	nonemph	rev	57	14	18	0	91	0	520	4	2	0
p78	any	runfirst	fwd	9	0	0	0	0	0	0	0	0	0
p78	any	runfirst	rev	9	0	0	0	0	0	0	0	0	0
p78	any	runlast	fwd	9	1	0	0	0	0	0	0	0	0
p78	any	runlast	rev	9	1	0	0	0	0	0	0	0	0
p78	any	before	fwd	8	2	0	0	0	0	0	0	0	0
p78	any	before	rev	8	2	0	0	0	0	0	0	0	0
p78	any	after	fwd	8	2	0	0	0	0	0	0	0	0
p78	any	after	rev	8	2	0	0	0	0	0	0	0	0
p78	any	runfirst_L	fwd	27	7	0	0	91	0	377	2	0	0
p78	any	runfirst_L	rev	27	7	0	0	91	0	377	1	0	0
p78	any	runlast_L	fwd	27	2	0	0	93	1	390	2	0	0
p78	any	runlast_L	rev	27	2	0	0	93	0	390	2	0	0
p78	any	boldrun_first	fwd	6	0	0	0	0	0	0	0	0	0
p78	any	boldrun_first	rev	6	0	0	0	0	0	0	0	0	0
p78	any	boldrun_last	fwd	6	2	0	0	0	0	0	0	0	0
p78	any	boldrun_last	rev	6	2	0	0	0	0	0	0	0	0
p78	any	sent_emph_first	fwd	13	2	0	0	6	0	6	0	0	0
p78	any	sent_emph_first	rev	13	2	0	0	6	0	6	0	0	0
p78	any	sent_emph_last	fwd	13	1	0	0	11	0	12	0	0	0
p78	any	sent_emph_last	rev	13	1	0	0	11	0	12	0	0	0
p78	any	esent_first	fwd	13	2	0	0	6	0	6	0	0	0
p78	any	esent_first	rev	13	2	0	0	6	0	6	0	0	0
p78	any	esent_last	fwd	13	1	0	0	11	0	12	0	0	0
p78	any	esent_last	rev	13	1	0	0	11	0	12	0	0	0
p79json	w10	emph	fwd	95	24	145	3	334	4	2028	18	12	0
p79json	w10	emph	rev	95	24	145	5	334	2	2028	9	12	0
p79json	w10	bold_nobar	fwd	50	11	12	0	154	3	858	7	2	0
p79json	w10	bold_nobar	rev	50	11	12	1	154	2	858	5	2	0
p79json	w10	nonemph	fwd	133	39	285	11	715	2	4433	21	21	0
p79json	w10	nonemph	rev	133	39	285	5	715	0	4433	22	21	0
p79json	w10	runfirst	fwd	8	1	0	0	0	0	0	0	0	0
p79json	w10	runfirst	rev	8	1	0	0	0	0	0	0	0	0
p79json	w10	runlast	fwd	8	6	0	0	0	0	0	0	0	0
p79json	w10	runlast	rev	8	6	0	0	0	0	0	0	0	0
p79json	w10	before	fwd	8	1	0	0	0	0	0	0	0	0
p79json	w10	before	rev	8	1	0	0	0	0	0	0	0	0
p79json	w10	after	fwd	8	1	0	0	0	0	0	0	0	0
p79json	w10	after	rev	8	1	0	0	0	0	0	0	0	0
p79json	w10	runfirst_L	fwd	17	4	0	0	22	0	42	0	0	0
p79json	w10	runfirst_L	rev	17	4	0	0	22	0	42	0	0	0
p79json	w10	runlast_L	fwd	17	7	0	0	11	1	21	1	0	0
p79json	w10	runlast_L	rev	17	7	0	0	11	0	21	0	0	0
p79json	w10	boldrun_first	fwd	4	1	0	0	0	0	0	0	0	0
p79json	w10	boldrun_first	rev	4	1	0	0	0	0	0	0	0	0
p79json	w10	boldrun_last	fwd	4	3	0	0	0	0	0	0	0	0
p79json	w10	boldrun_last	rev	4	3	0	0	0	0	0	0	0	0
p79json	w10	sent_emph_first	fwd	8	1	0	0	0	0	0	0	0	0
p79json	w10	sent_emph_first	rev	8	1	0	0	0	0	0	0	0	0
p79json	w10	sent_emph_last	fwd	8	6	0	0	0	0	0	0	0	0
p79json	w10	sent_emph_last	rev	8	6	0	0	0	0	0	0	0	0
p79json	w10	esent_first	fwd	8	2	0	0	0	0	0	0	0	0
p79json	w10	esent_first	rev	8	2	0	0	0	0	0	0	0	0
p79json	w10	esent_last	fwd	8	5	0	0	0	0	0	0	0	0
p79json	w10	esent_last	rev	8	5	0	0	0	0	0	0	0	0
p79json	w10	bar_all	fwd	45	13	24	0	134	0	728	7	0	0
p79json	w10	bar_all	rev	45	13	24	0	134	0	728	0	0	0
p79json	w10	orange	fwd	41	12	16	0	118	0	624	6	0	0
p79json	w10	orange	rev	41	12	16	0	118	0	624	0	0	0
p79json	w10	black	fwd	4	1	0	0	0	0	0	0	0	0
p79json	w10	black	rev	4	1	0	0	0	0	0	0	0	0
p79json	w10	white	fwd	0	0	0	0	0	0	0	0	0	0
p79json	w10	white	rev	0	0	0	0	0	0	0	0	0	0
p79json	w10	under_strike	fwd	0	0	0	0	0	0	0	0	0	0
p79json	w10	under_strike	rev	0	0	0	0	0	0	0	0	0	0
p79json	w10	sent_first	fwd	11	2	0	0	0	0	0	0	0	0
p79json	w10	sent_first	rev	11	2	0	0	0	0	0	0	0	0
p79json	w10	sent_last	fwd	11	5	0	0	1	0	1	0	0	0
p79json	w10	sent_last	rev	11	5	0	0	1	0	1	0	0	0
p79json	w05	emph	fwd	112	31	215	3	400	4	2457	15	17	0
p79json	w05	emph	rev	112	31	215	4	400	2	2457	17	17	0
p79json	w05	bold_nobar	fwd	67	18	52	2	220	4	1287	7	7	0
p79json	w05	bold_nobar	rev	67	18	52	5	220	2	1287	7	7	0
p79json	w05	nonemph	fwd	116	32	215	6	617	2	3796	20	16	0
p79json	w05	nonemph	rev	116	32	215	3	617	1	3796	22	16	0
p79json	w05	runfirst	fwd	17	6	0	0	20	0	36	0	0	0
p79json	w05	runfirst	rev	17	6	0	0	20	0	36	0	0	0
p79json	w05	runlast	fwd	17	9	0	0	20	0	36	0	0	0
p79json	w05	runlast	rev	17	9	0	0	20	1	36	1	0	0
p79json	w05	before	fwd	17	5	0	0	35	0	70	0	0	0
p79json	w05	before	rev	17	5	0	0	35	0	70	0	0	0
p79json	w05	after	fwd	17	3	0	0	11	0	21	0	0	0
p79json	w05	after	rev	17	3	0	0	11	0	21	0	0	0
p79json	w05	runfirst_L	fwd	26	9	0	0	56	0	221	0	0	0
p79json	w05	runfirst_L	rev	26	9	0	0	56	0	221	1	0	0
p79json	w05	runlast_L	fwd	26	10	1	0	56	0	221	0	0	0
p79json	w05	runlast_L	rev	26	10	1	0	56	0	221	1	0	0
p79json	w05	boldrun_first	fwd	13	6	0	0	4	0	4	0	0	0
p79json	w05	boldrun_first	rev	13	6	0	0	4	0	4	0	0	0
p79json	w05	boldrun_last	fwd	13	6	0	0	4	0	4	0	0	0
p79json	w05	boldrun_last	rev	13	6	0	0	4	0	4	0	0	0
p79json	w05	sent_emph_first	fwd	10	3	0	0	0	0	0	0	0	0
p79json	w05	sent_emph_first	rev	10	3	0	0	0	0	0	0	0	0
p79json	w05	sent_emph_last	fwd	10	6	0	0	0	0	0	0	0	0
p79json	w05	sent_emph_last	rev	10	6	0	0	0	0	0	0	0	0
p79json	w05	esent_first	fwd	10	2	0	0	0	0	0	0	0	0
p79json	w05	esent_first	rev	10	2	0	0	0	0	0	0	0	0
p79json	w05	esent_last	fwd	10	5	0	0	0	0	0	0	0	0
p79json	w05	esent_last	rev	10	5	0	0	0	0	0	0	0	0
p79json	any	emph	fwd	134	38	310	10	488	2	3029	21	24	0
p79json	any	emph	rev	134	38	310	14	488	6	3029	18	24	0
p79json	any	bold_nobar	fwd	89	25	140	4	308	2	1859	11	14	0
p79json	any	bold_nobar	rev	89	25	140	7	308	4	1859	7	14	0
p79json	any	nonemph	fwd	94	25	120	5	485	2	2938	19	9	0
p79json	any	nonemph	rev	94	25	120	2	485	1	2938	14	9	0
p79json	any	runfirst	fwd	11	3	0	0	0	0	0	0	0	0
p79json	any	runfirst	rev	11	3	0	0	0	0	0	0	0	0
p79json	any	runlast	fwd	11	8	0	0	0	0	0	0	0	0
p79json	any	runlast	rev	11	8	0	0	0	0	0	0	0	0
p79json	any	before	fwd	11	1	0	0	1	0	1	0	0	0
p79json	any	before	rev	11	1	0	0	1	0	1	0	0	0
p79json	any	after	fwd	11	0	0	0	0	0	0	0	0	0
p79json	any	after	rev	11	0	0	0	0	0	0	0	0	0
p79json	any	runfirst_L	fwd	24	7	0	0	50	0	182	0	0	0
p79json	any	runfirst_L	rev	24	7	0	0	50	1	182	1	0	0
p79json	any	runlast_L	fwd	24	10	5	1	25	1	91	1	0	0
p79json	any	runlast_L	rev	24	10	5	0	25	0	91	2	0	0
p79json	any	boldrun_first	fwd	7	3	0	0	0	0	0	0	0	0
p79json	any	boldrun_first	rev	7	3	0	0	0	0	0	0	0	0
p79json	any	boldrun_last	fwd	7	5	0	0	0	0	0	0	0	0
p79json	any	boldrun_last	rev	7	5	0	0	0	0	0	0	0	0
p79json	any	sent_emph_first	fwd	10	2	0	0	0	0	0	0	0	0
p79json	any	sent_emph_first	rev	10	2	0	0	0	0	0	0	0	0
p79json	any	sent_emph_last	fwd	10	6	0	0	0	0	0	0	0	0
p79json	any	sent_emph_last	rev	10	6	0	0	0	0	0	0	0	0
p79json	any	esent_first	fwd	10	2	0	0	0	0	0	0	0	0
p79json	any	esent_first	rev	10	2	0	0	0	0	0	0	0	0
p79json	any	esent_last	fwd	10	5	0	0	0	0	0	0	0	0
p79json	any	esent_last	rev	10	5	0	0	0	0	0	0	0	0
p79hand	w10	emph	fwd	112	32	230	6	402	2	2470	23	19	0
p79hand	w10	emph	rev	112	32	230	7	402	3	2470	15	19	0
p79hand	w10	bold_nobar	fwd	67	19	65	1	222	2	1300	14	9	0
p79hand	w10	bold_nobar	rev	67	19	65	5	222	2	1300	7	9	0
p79hand	w10	nonemph	fwd	116	31	200	7	613	2	3770	16	14	0
p79hand	w10	nonemph	rev	116	31	200	5	613	3	3770	24	14	0
p79hand	w10	runfirst	fwd	16	6	0	0	18	0	30	0	0	0
p79hand	w10	runfirst	rev	16	6	0	0	18	0	30	1	0	0
p79hand	w10	runlast	fwd	16	10	0	0	9	0	15	0	0	0
p79hand	w10	runlast	rev	16	10	0	0	9	0	15	0	0	0
p79hand	w10	before	fwd	16	3	0	0	29	0	51	0	0	0
p79hand	w10	before	rev	16	3	0	0	29	0	51	0	0	0
p79hand	w10	after	fwd	16	3	0	0	9	0	15	0	0	0
p79hand	w10	after	rev	16	3	0	0	9	0	15	0	0	0
p79hand	w10	runfirst_L	fwd	26	9	0	0	58	0	234	1	0	0
p79hand	w10	runfirst_L	rev	26	9	0	0	58	0	234	1	0	0
p79hand	w10	runlast_L	fwd	26	11	2	0	29	0	117	0	0	0
p79hand	w10	runlast_L	rev	26	11	2	0	29	0	117	1	0	0
p79hand	w10	boldrun_first	fwd	12	6	0	0	2	0	2	0	0	0
p79hand	w10	boldrun_first	rev	12	6	0	0	2	0	2	0	0	0
p79hand	w10	boldrun_last	fwd	12	7	0	0	1	0	1	0	0	0
p79hand	w10	boldrun_last	rev	12	7	0	0	1	0	1	0	0	0
p79hand	w10	sent_emph_first	fwd	10	4	0	0	0	0	0	0	0	0
p79hand	w10	sent_emph_first	rev	10	4	0	0	0	0	0	0	0	0
p79hand	w10	sent_emph_last	fwd	10	6	0	0	0	0	0	0	0	0
p79hand	w10	sent_emph_last	rev	10	6	0	0	0	0	0	0	0	0
p79hand	w10	esent_first	fwd	10	2	0	0	0	0	0	0	0	0
p79hand	w10	esent_first	rev	10	2	0	0	0	0	0	0	0	0
p79hand	w10	esent_last	fwd	10	5	0	0	0	0	0	0	0	0
p79hand	w10	esent_last	rev	10	5	0	0	0	0	0	0	0	0
p79hand	w10	bar_all	fwd	45	13	24	0	134	0	728	7	0	0
p79hand	w10	bar_all	rev	45	13	24	0	134	0	728	0	0	0
p79hand	w10	orange	fwd	41	12	16	0	118	0	624	6	0	0
p79hand	w10	orange	rev	41	12	16	0	118	0	624	0	0	0
p79hand	w10	black	fwd	4	1	0	0	0	0	0	0	0	0
p79hand	w10	black	rev	4	1	0	0	0	0	0	0	0	0
p79hand	w10	white	fwd	0	0	0	0	0	0	0	0	0	0
p79hand	w10	white	rev	0	0	0	0	0	0	0	0	0	0
p79hand	w10	under_strike	fwd	0	0	0	0	0	0	0	0	0	0
p79hand	w10	under_strike	rev	0	0	0	0	0	0	0	0	0	0
p79hand	w10	sent_first	fwd	11	2	0	0	0	0	0	0	0	0
p79hand	w10	sent_first	rev	11	2	0	0	0	0	0	0	0	0
p79hand	w10	sent_last	fwd	11	5	0	0	1	0	1	0	0	0
p79hand	w10	sent_last	rev	11	5	0	0	1	0	1	0	0	0
p79hand	w05	emph	fwd	112	32	230	6	402	2	2470	23	19	0
p79hand	w05	emph	rev	112	32	230	7	402	3	2470	15	19	0
p79hand	w05	bold_nobar	fwd	67	19	65	1	222	2	1300	14	9	0
p79hand	w05	bold_nobar	rev	67	19	65	5	222	2	1300	7	9	0
p79hand	w05	nonemph	fwd	116	31	200	7	613	2	3770	16	14	0
p79hand	w05	nonemph	rev	116	31	200	5	613	3	3770	24	14	0
p79hand	w05	runfirst	fwd	16	6	0	0	18	0	30	0	0	0
p79hand	w05	runfirst	rev	16	6	0	0	18	0	30	1	0	0
p79hand	w05	runlast	fwd	16	10	0	0	9	0	15	0	0	0
p79hand	w05	runlast	rev	16	10	0	0	9	0	15	0	0	0
p79hand	w05	before	fwd	16	3	0	0	29	0	51	0	0	0
p79hand	w05	before	rev	16	3	0	0	29	0	51	0	0	0
p79hand	w05	after	fwd	16	3	0	0	9	0	15	0	0	0
p79hand	w05	after	rev	16	3	0	0	9	0	15	0	0	0
p79hand	w05	runfirst_L	fwd	26	9	0	0	58	0	234	1	0	0
p79hand	w05	runfirst_L	rev	26	9	0	0	58	0	234	1	0	0
p79hand	w05	runlast_L	fwd	26	11	2	0	29	0	117	0	0	0
p79hand	w05	runlast_L	rev	26	11	2	0	29	0	117	1	0	0
p79hand	w05	boldrun_first	fwd	12	6	0	0	2	0	2	0	0	0
p79hand	w05	boldrun_first	rev	12	6	0	0	2	0	2	0	0	0
p79hand	w05	boldrun_last	fwd	12	7	0	0	1	0	1	0	0	0
p79hand	w05	boldrun_last	rev	12	7	0	0	1	0	1	0	0	0
p79hand	w05	sent_emph_first	fwd	10	4	0	0	0	0	0	0	0	0
p79hand	w05	sent_emph_first	rev	10	4	0	0	0	0	0	0	0	0
p79hand	w05	sent_emph_last	fwd	10	6	0	0	0	0	0	0	0	0
p79hand	w05	sent_emph_last	rev	10	6	0	0	0	0	0	0	0	0
p79hand	w05	esent_first	fwd	10	2	0	0	0	0	0	0	0	0
p79hand	w05	esent_first	rev	10	2	0	0	0	0	0	0	0	0
p79hand	w05	esent_last	fwd	10	5	0	0	0	0	0	0	0	0
p79hand	w05	esent_last	rev	10	5	0	0	0	0	0	0	0	0
p79hand	any	emph	fwd	112	32	230	6	402	2	2470	23	19	0
p79hand	any	emph	rev	112	32	230	7	402	3	2470	15	19	0
p79hand	any	bold_nobar	fwd	67	19	65	1	222	2	1300	14	9	0
p79hand	any	bold_nobar	rev	67	19	65	5	222	2	1300	7	9	0
p79hand	any	nonemph	fwd	116	31	200	7	613	2	3770	16	14	0
p79hand	any	nonemph	rev	116	31	200	5	613	3	3770	24	14	0
p79hand	any	runfirst	fwd	16	6	0	0	18	0	30	0	0	0
p79hand	any	runfirst	rev	16	6	0	0	18	0	30	1	0	0
p79hand	any	runlast	fwd	16	10	0	0	9	0	15	0	0	0
p79hand	any	runlast	rev	16	10	0	0	9	0	15	0	0	0
p79hand	any	before	fwd	16	3	0	0	29	0	51	0	0	0
p79hand	any	before	rev	16	3	0	0	29	0	51	0	0	0
p79hand	any	after	fwd	16	3	0	0	9	0	15	0	0	0
p79hand	any	after	rev	16	3	0	0	9	0	15	0	0	0
p79hand	any	runfirst_L	fwd	26	9	0	0	58	0	234	1	0	0
p79hand	any	runfirst_L	rev	26	9	0	0	58	0	234	1	0	0
p79hand	any	runlast_L	fwd	26	11	2	0	29	0	117	0	0	0
p79hand	any	runlast_L	rev	26	11	2	0	29	0	117	1	0	0
p79hand	any	boldrun_first	fwd	12	6	0	0	2	0	2	0	0	0
p79hand	any	boldrun_first	rev	12	6	0	0	2	0	2	0	0	0
p79hand	any	boldrun_last	fwd	12	7	0	0	1	0	1	0	0	0
p79hand	any	boldrun_last	rev	12	7	0	0	1	0	1	0	0	0
p79hand	any	sent_emph_first	fwd	10	4	0	0	0	0	0	0	0	0
p79hand	any	sent_emph_first	rev	10	4	0	0	0	0	0	0	0	0
p79hand	any	sent_emph_last	fwd	10	6	0	0	0	0	0	0	0	0
p79hand	any	sent_emph_last	rev	10	6	0	0	0	0	0	0	0	0
p79hand	any	esent_first	fwd	10	2	0	0	0	0	0	0	0	0
p79hand	any	esent_first	rev	10	2	0	0	0	0	0	0	0	0
p79hand	any	esent_last	fwd	10	5	0	0	0	0	0	0	0	0
p79hand	any	esent_last	rev	10	5	0	0	0	0	0	0	0	0
# TOTALS {"sequences": 936, "bip39_windows": 178310, "bip39_valid": 4450, "electrum_windows_12_13": 286188, "electrum_valid_12_13": 1306, "electrum_windows_all": 1760866, "electrum_valid_all": 8783, "old_windows": 12180, "wif_bip38_valid": 0, "bip39_unique_valid": 763, "bip39_seeds": 6104, "electrum_unique_valid": 1174, "electrum_seeds": 9392, "key_windows": 4224392, "phrases": 7336, "mini_pass": 6, "old_unique": 2024, "addresses_checked": 2155270, "seconds": 663}
# HITS []
