page	line	cell	char	area	sw	sw90	emax	width	area_ratio	sw_ratio	bold	n_same	x	y
76	21	373	n	530	3.76	6.00	10.00	40	1.121	0.990	0	93	910	3143
76	21	413	g	712	3.28	5.66	8.00	41	1.363	1.265	1	23	950	3143
76	21	476	t	427	3.56	5.66	10.00	32	1.059	1.028	0	96	1013	3143
76	21	508	h	574	3.39	5.66	8.00	46	1.098	1.252	1	46	1045	3143
76	21	554	e	552	3.77	6.00	10.00	37	1.084	1.019	0	112	1091	3143
76	21	591	m	751	3.92	6.32	10.00	45	1.199	1.054	0	13	1128	3143
76	21	636	,	252	4.99	9.89	13.42	21	1.019	1.057	0	6	1173	3143
76	21	682	t	415	3.53	5.66	10.00	32	1.029	1.028	0	96	1219	3143
76	21	714	e	511	3.58	5.66	8.94	35	1.004	0.960	0	112	1251	3143
76	21	749	l	457	3.80	6.00	8.49	35	1.230	1.000	0	53	1286	3143
76	21	784	l	459	3.76	6.00	8.25	34	1.236	1.000	0	53	1321	3143
76	21	818	i	372	3.56	6.00	8.49	33	1.113	1.000	0	71	1355	3143
76	21	851	n	494	3.64	6.00	10.00	41	1.045	0.990	0	93	1388	3143
76	21	892	g	681	3.18	4.47	8.00	41	1.304	1.000	0	23	1429	3143
76	21	955	t	416	3.53	5.66	10.00	32	1.031	1.028	0	96	1492	3143
76	21	987	h	519	3.22	5.66	7.21	45	0.993	1.252	1	46	1524	3143
76	21	1032	e	508	3.54	5.66	8.94	35	0.998	0.960	0	112	1569	3143
76	21	1067	m	707	3.70	6.00	8.94	47	1.129	1.000	0	13	1604	3143
76	21	1141	h	518	3.24	5.66	8.00	43	0.991	1.252	1	46	1678	3143
76	21	1184	e	517	3.59	5.66	8.49	34	1.015	0.960	0	112	1721	3143
76	21	1218	'	196	4.57	8.00	11.66	19	1.103	0.998	0	13	1755	3143
76	21	1237	s	580	3.94	6.32	10.00	35	1.140	1.053	0	54	1774	3143
76	21	1298	"	357	2.42	4.00	4.47	43	1.098	0.775	0	4	1835	3143
76	21	1341	b	1285	5.32	10.00	14.14	52	2.683	1.724	1	18	1878	3143
76	21	1393	u	1123	6.06	10.20	15.23	48	2.231	1.700	1	34	1930	3143
76	21	1441	y	1179	6.12	10.77	15.62	48	2.013	1.761	1	15	1978	3143
76	21	1489	i	872	5.85	10.00	14.14	34	2.609	1.667	1	71	2026	3143
76	21	1523	n	1153	5.90	10.00	15.62	45	2.439	1.650	1	93	2060	3143
76	21	1568	g	1375	6.29	10.77	18.00	44	2.632	2.408	1	23	2105	3143
76	21	1626	t	879	5.84	10.00	16.97	46	2.179	1.818	1	96	2163	3143
76	21	1672	h	1219	5.78	10.00	14.14	50	2.333	2.214	1	46	2209	3143
76	21	1722	e	558	4.22	8.07	10.77	38	1.096	1.371	1	112	2259	3143
76	21	1789	d	1107	5.75	10.00	14.14	41	2.243	2.231	1	33	2326	3143
76	21	1830	i	785	5.87	10.00	14.00	34	2.349	1.667	1	71	2367	3143
76	21	1864	p	1224	5.91	10.00	14.00	49	2.092	1.738	1	14	2401	3143
76	21	1913	.	493	6.39	13.88	20.00	32	3.145	1.386	1	10	2450	3143
76	21	1945	"	205	2.68	4.00	5.66	26	0.631	0.775	0	4	2482	3143
76	22	0	I	440	3.75	6.00	10.00	25	1.111	1.068	0	11	537	3254
76	22	48	t	467	3.80	6.00	10.00	31	1.158	1.091	1	96	585	3254
76	22	79	w	645	4.05	6.86	11.66	47	1.211	1.143	0	10	616	3254
76	22	126	e	580	3.95	6.00	10.00	34	1.139	1.019	0	112	663	3254
76	22	160	e	566	3.87	6.00	10.00	37	1.112	1.019	0	112	697	3254
76	22	197	t	448	3.70	6.00	10.00	33	1.111	1.091	1	96	734	3254
76	22	230	e	554	3.85	6.00	10.77	37	1.088	1.019	0	112	767	3254
76	22	267	d	582	3.57	5.97	8.49	40	1.179	1.331	1	33	804	3254
76	22	330	P	1049	5.25	8.49	12.81	45	1.000	1.000	0	1	867	3254
76	22	375	r	788	5.89	10.00	14.00	42	1.946	1.667	1	48	912	3254
76	22	417	e	919	6.42	11.66	18.11	38	1.805	1.980	1	112	954	3254
76	22	455	s	901	5.48	10.00	12.00	38	1.770	1.664	1	54	992	3254
76	22	493	i	691	5.24	8.49	12.17	36	2.068	1.414	1	71	1030	3254
76	22	529	d	935	5.08	8.25	12.81	41	1.894	1.840	1	33	1066	3254
76	22	570	e	519	4.13	7.37	10.00	40	1.019	1.251	0	112	1107	3254
76	22	610	n	883	5.36	8.94	12.81	42	1.868	1.476	1	93	1147	3254
76	22	652	t	715	5.23	8.49	14.14	37	1.773	1.542	1	96	1189	3254
76	22	715	N	1125	5.01	8.49	13.42	41	1.407	1.029	0	2	1252	3254
76	22	756	a	879	4.77	8.00	10.77	45	1.761	1.775	1	71	1293	3254
76	22	801	y	935	5.36	8.94	14.14	43	1.597	1.462	1	15	1338	3254
76	22	844	i	675	5.22	8.39	12.00	32	2.020	1.398	1	71	1381	3254
76	22	876	b	896	4.98	8.12	12.00	40	1.871	1.400	1	18	1413	3254
76	22	943	B	998	4.42	7.21	11.66	46	1.314	1.121	0	4	1480	3254
76	22	989	u	866	5.33	8.49	12.81	45	1.720	1.414	1	34	1526	3254
76	22	1034	k	974	5.05	8.25	12.17	46	1.593	1.374	1	8	1571	3254
76	22	1080	e	892	6.27	11.31	18.44	38	1.752	1.921	1	112	1617	3254
76	22	1118	l	705	5.18	8.25	12.00	38	1.898	1.374	1	53	1655	3254
76	22	1156	e	894	6.16	10.77	18.00	36	1.756	1.829	1	112	1693	3254
76	22	1217	w	584	3.79	6.00	11.31	42	1.097	1.000	0	10	1754	3254
76	22	1259	h	541	3.27	5.66	7.21	45	1.035	1.252	1	46	1796	3254
76	22	1304	e	519	3.64	5.73	10.00	35	1.019	0.972	0	112	1841	3254
76	22	1339	n	491	3.70	6.00	10.00	40	1.039	0.990	0	93	1876	3254
76	22	1405	h	533	3.30	5.66	8.00	41	1.020	1.252	1	46	1942	3254
76	22	1446	e	518	3.67	6.00	10.00	34	1.017	1.019	0	112	1983	3254
76	22	1506	a	541	3.38	5.66	7.21	41	1.084	1.255	1	71	2043	3254
76	22	1547	n	484	3.62	6.00	10.20	39	1.024	0.990	0	93	2084	3254
76	22	1586	n	497	3.71	6.00	10.20	41	1.051	0.990	0	93	2123	3254
76	22	1627	o	463	3.53	5.66	8.00	38	1.009	1.011	0	68	2164	3254
76	22	1665	u	537	3.77	6.00	8.94	43	1.067	1.000	0	34	2202	3254
76	22	1708	n	498	3.67	6.32	10.77	42	1.053	1.043	0	93	2245	3254
76	22	1750	c	411	3.39	5.66	6.32	37	1.065	1.000	0	26	2287	3254
76	22	1787	e	531	3.69	6.00	10.00	36	1.043	1.019	0	112	2324	3254
76	22	1823	d	517	3.35	5.66	8.25	40	1.047	1.262	1	33	2360	3254
76	23	0	h	486	3.41	5.66	8.00	35	0.930	1.252	1	46	537	3370
76	23	35	e	584	4.00	6.00	10.00	32	1.147	1.019	0	112	572	3370
76	23	91	w	652	4.07	7.12	11.66	44	1.224	1.187	0	10	628	3370
76	23	135	a	597	3.62	6.00	8.25	39	1.196	1.331	1	71	672	3370
76	23	174	s	634	4.16	7.21	10.00	34	1.246	1.200	0	54	711	3370
76	23	233	g	757	3.42	5.66	8.00	38	1.449	1.265	1	23	770	3370
76	23	271	o	504	3.75	6.00	8.00	36	1.098	1.073	0	68	808	3370
76	23	307	i	390	3.73	6.00	10.00	32	1.167	1.000	0	71	844	3370
76	23	339	n	531	3.76	6.32	10.77	41	1.123	1.043	0	93	876	3370
76	23	380	g	753	3.37	5.66	8.00	39	1.441	1.265	1	23	917	3370
76	23	441	t	430	3.61	6.00	10.00	32	1.066	1.091	1	96	978	3370
76	23	473	o	493	3.72	6.00	8.00	35	1.074	1.073	0	68	1010	3370
76	23	531	t	438	3.59	5.66	8.94	31	1.086	1.028	0	96	1068	3370
76	23	562	a	555	3.45	5.66	7.21	39	1.112	1.255	1	71	1099	3370
76	23	601	p	642	3.62	6.00	8.49	36	1.097	1.043	0	14	1138	3370
76	23	663	h	553	3.32	5.66	8.00	44	1.058	1.252	1	46	1200	3370
76	23	707	i	377	3.58	6.00	8.49	32	1.128	1.000	0	71	1244	3370
76	23	739	s	597	4.02	6.32	10.00	33	1.173	1.053	0	54	1276	3370
76	23	798	n	512	3.69	6.00	10.00	40	1.083	0.990	0	93	1335	3370
76	23	838	a	573	3.45	5.66	8.00	39	1.148	1.255	1	71	1375	3370
76	23	877	t	412	3.53	5.66	10.00	30	1.022	1.028	0	96	1414	3370
76	23	907	i	376	3.55	6.00	8.00	31	1.125	1.000	0	71	1444	3370
76	23	938	o	476	3.61	6.00	7.21	38	1.037	1.073	0	68	1475	3370
76	23	976	n	510	3.66	6.00	10.00	39	1.079	0.990	0	93	1513	3370
76	23	1015	'	208	4.69	8.25	11.66	20	1.170	1.029	0	13	1552	3370
76	23	1035	s	589	3.95	6.32	10.00	35	1.157	1.053	0	54	1572	3370
76	23	1095	v	470	3.96	6.32	10.20	36	1.062	1.018	0	13	1632	3370
76	23	1131	o	474	3.56	5.66	8.00	36	1.033	1.011	0	68	1668	3370
76	23	1167	l	452	3.66	6.00	8.00	33	1.217	1.000	0	53	1704	3370
76	23	1200	c	416	3.40	5.66	7.21	36	1.078	1.000	0	26	1737	3370
76	23	1236	a	549	3.43	5.66	8.00	41	1.100	1.255	1	71	1773	3370
76	23	1277	n	503	3.68	6.00	10.00	41	1.064	0.990	0	93	1814	3370
76	23	1318	o	462	3.53	5.66	7.21	37	1.007	1.011	0	68	1855	3370
76	23	1355	e	541	3.78	6.00	10.00	36	1.063	1.019	0	112	1892	3370
76	23	1391	s	579	3.89	6.00	10.00	35	1.138	0.999	0	54	1928	3370
76	23	1451	t	418	3.52	5.66	10.00	32	1.036	1.028	0	96	1988	3370
76	23	1483	o	469	3.57	5.66	8.00	35	1.022	1.011	0	68	2020	3370
76	23	1543	m	719	3.77	6.00	10.00	45	1.148	1.000	0	13	2080	3370
76	23	1588	i	360	3.53	6.00	8.49	32	1.077	1.000	0	71	2125	3370
76	23	1620	n	494	3.62	6.00	10.00	42	1.045	0.990	0	93	2157	3370
76	23	1662	e	540	3.78	6.00	10.00	35	1.061	1.019	0	112	2199	3370
76	24	380	i	391	3.68	6.00	8.49	30	1.170	1.000	0	71	917	3470
76	24	410	n	547	3.82	6.13	10.77	38	1.157	1.011	0	93	947	3470
76	24	472	b	585	3.65	6.00	8.49	38	1.222	1.034	0	18	1009	3470
76	24	510	i	413	3.65	6.00	8.49	32	1.236	1.000	0	71	1047	3470
76	24	542	t	412	3.65	5.66	10.00	28	1.022	1.028	0	96	1079	3470
76	24	570	c	432	3.54	5.66	8.00	35	1.120	1.000	0	26	1107	3470
76	24	605	o	493	3.67	5.66	7.21	35	1.074	1.011	0	68	1142	3470
76	24	640	i	386	3.55	6.00	8.00	34	1.155	1.000	0	71	1177	3470
76	24	674	n	537	3.84	6.32	10.77	38	1.136	1.043	0	93	1211	3470
76	24	740	—	371	5.04	8.00	10.00	45	1.000	1.000	0	1	1277	3470
76	24	810	t	418	3.51	5.66	8.49	32	1.036	1.028	0	96	1347	3470
76	24	842	h	551	3.34	5.66	8.00	46	1.054	1.252	1	46	1379	3470
76	24	888	a	554	3.46	5.66	8.00	39	1.110	1.255	1	71	1425	3470
76	24	927	t	429	3.62	6.00	10.00	29	1.064	1.091	1	96	1464	3470
76	24	981	h	552	3.33	5.66	8.49	43	1.056	1.252	1	46	1518	3470
76	24	1024	e	531	3.68	6.00	10.00	33	1.043	1.019	0	112	1561	3470
76	24	1083	s	581	3.91	6.32	10.00	33	1.142	1.053	0	54	1620	3470
76	24	1116	h	550	3.38	5.66	8.49	44	1.052	1.252	1	46	1653	3470
76	24	1160	o	480	3.61	5.69	8.00	38	1.046	1.017	0	68	1697	3470
76	24	1198	u	543	3.75	6.00	8.25	42	1.079	1.000	0	34	1735	3470
76	24	1240	l	459	3.77	6.00	8.49	35	1.236	1.000	0	53	1777	3470
76	24	1275	d	516	3.28	5.66	8.00	36	1.045	1.262	1	33	1812	3470
76	24	1338	s	590	3.94	6.03	10.00	35	1.159	1.004	0	54	1875	3470
76	24	1373	e	517	3.62	6.00	8.49	34	1.015	1.019	0	112	1910	3470
76	24	1407	l	451	3.69	6.00	8.00	34	1.214	1.000	0	53	1944	3470
76	24	1441	l	454	3.71	6.00	8.49	36	1.222	1.000	0	53	1978	3470
76	25	0	b	264	3.40	5.66	8.00	21	0.551	0.975	0	18	537	3586
76	25	21	i	414	3.78	6.00	8.49	29	1.239	1.000	0	71	558	3586
76	25	50	l	489	3.93	6.00	8.49	37	1.317	1.000	0	53	587	3586
76	25	87	l	493	3.97	6.00	8.49	35	1.327	1.000	0	53	624	3586
76	25	122	i	417	3.80	6.00	10.00	32	1.248	1.000	0	71	659	3586
76	25	154	o	519	3.88	6.00	8.00	36	1.131	1.073	0	68	691	3586
76	25	190	n	534	3.75	6.00	10.00	42	1.130	0.990	0	93	727	3586
76	25	232	s	635	4.13	6.32	10.00	35	1.248	1.053	0	54	769	3586
76	25	293	w	630	4.01	6.32	11.66	45	1.183	1.054	0	10	830	3586
76	25	338	o	503	3.77	6.00	8.00	34	1.096	1.073	0	68	875	3586
76	25	372	r	476	3.91	6.16	8.94	37	1.175	1.027	0	48	909	3586
76	25	409	t	452	3.72	6.00	10.00	34	1.121	1.091	1	96	946	3586
76	25	443	h	584	3.42	5.66	8.25	44	1.118	1.252	1	46	980	3586
76	25	511	o	499	3.72	6.00	8.00	33	1.087	1.073	0	68	1048	3586
76	25	544	f	537	3.76	6.00	10.00	36	1.133	1.000	0	16	1081	3586
76	25	603	f	463	3.76	6.00	10.00	25	0.977	1.000	0	16	1140	3586
76	25	628	u	639	3.86	6.00	10.00	47	1.269	1.000	0	34	1165	3586
76	25	675	t	429	3.54	5.66	8.49	33	1.064	1.028	0	96	1212	3586
76	25	708	u	548	3.82	6.00	8.25	42	1.088	1.000	0	34	1245	3586
76	25	750	r	469	3.85	6.00	8.49	38	1.158	1.000	0	48	1287	3586
76	25	788	e	527	3.68	6.00	10.00	34	1.035	1.019	0	112	1325	3586
76	25	847	b	572	3.60	6.00	8.25	35	1.194	1.034	0	18	1384	3586
76	25	882	i	383	3.60	6.00	8.49	32	1.146	1.000	0	71	1419	3586
76	25	914	t	428	3.60	6.00	8.94	31	1.061	1.091	1	96	1451	3586
76	25	945	c	426	3.51	5.66	8.00	35	1.104	1.000	0	26	1482	3586
76	25	980	o	485	3.66	6.00	8.00	35	1.057	1.073	0	68	1517	3586
76	25	1015	i	381	3.63	6.00	8.49	34	1.140	1.000	0	71	1552	3586
76	25	1049	n	517	3.76	6.32	10.00	38	1.094	1.043	0	93	1586	3586
76	25	1113	e	525	3.64	6.00	8.94	35	1.031	1.019	0	112	1650	3586
76	25	1148	a	549	3.42	5.66	8.00	39	1.100	1.255	1	71	1685	3586
76	25	1187	r	461	3.91	6.00	8.49	38	1.138	1.000	0	48	1724	3586
76	25	1225	n	510	3.71	6.00	10.20	42	1.079	0.990	0	93	1762	3586
76	25	1267	i	361	3.59	6.00	8.49	34	1.080	1.000	0	71	1804	3586
76	25	1301	n	498	3.60	6.00	10.00	42	1.053	0.990	0	93	1838	3586
76	25	1343	g	523	3.23	5.66	7.21	41	1.001	1.265	1	23	1880	3586
76	25	1384	s	590	4.00	6.32	10.00	34	1.159	1.053	0	54	1921	3586
76	26	0	c	173	3.63	6.00	8.00	15	0.448	1.061	0	26	537	3697
76	26	15	o	521	3.88	6.00	8.00	34	1.135	1.073	0	68	552	3697
76	26	49	l	489	3.93	6.00	8.49	33	1.317	1.000	0	53	586	3697
76	26	82	l	507	4.05	6.00	8.49	35	1.365	1.000	0	53	619	3697
76	26	117	a	616	3.67	6.00	8.00	40	1.234	1.331	1	71	654	3697
76	26	157	t	453	3.78	6.00	10.00	30	1.123	1.091	1	96	694	3697
76	26	187	e	580	3.89	6.00	10.00	36	1.139	1.019	0	112	724	3697
76	26	223	r	499	4.11	6.32	10.00	38	1.232	1.054	0	48	760	3697
76	26	261	a	591	3.62	6.00	8.00	39	1.184	1.331	1	71	798	3697
76	26	300	l	491	3.93	6.00	8.49	35	1.322	1.000	0	53	837	3697
76	26	335	i	406	3.74	6.00	8.49	34	1.215	1.000	0	71	872	3697
76	26	369	z	536	3.99	6.32	10.77	38	1.000	1.000	0	3	906	3697
76	26	407	e	562	3.83	6.00	10.00	36	1.104	1.019	0	112	944	3697
76	26	443	d	564	3.45	5.66	8.94	37	1.143	1.262	1	33	980	3697
76	26	1106	t	428	3.59	5.66	10.00	31	1.061	1.028	0	96	1643	3697
76	26	1137	o	481	3.64	5.66	8.00	36	1.048	1.011	0	68	1674	3697
76	26	1196	p	599	3.46	5.66	8.25	35	1.024	0.983	0	14	1733	3697
76	26	1231	a	525	3.48	5.66	8.00	38	1.052	1.255	1	71	1768	3697
76	26	1269	y	645	3.93	6.32	10.77	43	1.101	1.034	0	15	1806	3697
76	26	1335	o	482	3.68	6.00	8.00	33	1.050	1.073	0	68	1872	3697
76	26	1368	f	506	3.63	6.00	10.00	38	1.068	1.000	0	16	1905	3697
76	26	1406	f	509	3.57	6.00	8.94	34	1.074	1.000	0	16	1943	3697
76	26	1463	t	416	3.53	5.66	8.49	32	1.031	1.028	0	96	2000	3697
76	26	1495	h	521	3.27	5.66	8.00	44	0.997	1.252	1	46	2032	3697
76	26	1539	e	527	3.64	6.00	8.49	35	1.035	1.019	0	112	2076	3697
76	26	1601	I	714	4.94	8.00	11.66	35	1.802	1.424	1	11	2138	3697
76	26	1636	M	1281	5.06	8.49	12.00	55	1.935	1.500	1	5	2173	3697
76	26	1691	F	961	4.49	8.00	11.31	47	1.813	1.414	1	4	2228	3697
76	27	0	l	69	3.79	6.00	8.00	9	0.186	1.000	0	53	537	3816
76	27	9	o	746	5.08	8.25	10.00	39	1.626	1.474	1	68	546	3816
76	27	48	a	907	5.11	8.25	12.17	43	1.818	1.830	1	71	585	3816
76	27	91	n	943	5.69	10.00	14.14	42	1.995	1.650	1	93	628	3816
76	27	158	a	618	3.68	6.00	8.25	41	1.238	1.331	1	71	695	3816
76	27	199	n	552	3.91	6.32	10.77	39	1.168	1.043	0	93	736	3816
76	27	238	d	562	3.55	5.66	10.00	40	1.139	1.262	1	33	775	3816
76	27	301	g	770	3.42	5.66	8.00	38	1.474	1.265	1	23	838	3816
76	27	339	e	568	3.86	6.00	10.00	36	1.116	1.019	0	112	876	3816
76	27	375	t	470	3.78	6.00	10.00	32	1.165	1.091	1	96	912	3816
76	27	430	r	485	4.01	6.32	8.94	36	1.197	1.054	0	48	967	3816
76	27	466	i	407	3.79	6.00	10.00	31	1.218	1.000	0	71	1003	3816
76	27	497	d	559	3.53	5.73	8.49	36	1.133	1.277	1	33	1034	3816
76	27	557	o	498	3.71	6.00	8.00	33	1.085	1.073	0	68	1094	3816
76	27	590	f	527	3.75	6.00	10.00	36	1.112	1.000	0	16	1127	3816
76	27	648	t	427	3.60	6.00	10.00	35	1.059	1.091	1	96	1185	3816
76	27	683	h	569	3.37	5.66	8.00	44	1.089	1.252	1	46	1220	3816
76	27	727	o	483	3.61	5.66	7.21	36	1.052	1.011	0	68	1264	3816
76	27	763	s	607	4.03	6.32	10.00	35	1.193	1.053	0	54	1300	3816
76	27	798	e	545	3.75	6.00	10.00	35	1.070	1.019	0	112	1335	3816
76	27	858	l	467	3.74	6.00	8.49	32	1.257	1.000	0	53	1395	3816
76	27	890	e	547	3.75	6.00	10.00	37	1.074	1.019	0	112	1427	3816
76	27	927	e	540	3.72	6.00	8.94	35	1.061	1.019	0	112	1464	3816
76	27	962	c	432	3.50	5.66	7.21	36	1.120	1.000	0	26	1499	3816
76	27	998	h	559	3.35	5.66	8.49	46	1.070	1.252	1	46	1535	3816
76	27	1044	e	530	3.66	6.00	8.94	35	1.041	1.019	0	112	1581	3816
76	27	1079	s	595	4.02	6.32	10.00	37	1.169	1.053	0	54	1616	3816
76	27	1116	.	172	5.70	10.00	14.00	20	1.097	0.998	0	10	1653	3816
76	27	1162	I	414	3.52	6.00	10.00	29	1.045	1.068	0	11	1699	3816
76	27	1216	t	415	3.50	5.66	8.94	34	1.029	1.028	0	96	1753	3816
76	27	1250	a	542	3.40	5.66	8.00	39	1.086	1.255	1	71	1787	3816
76	27	1289	g	695	3.25	4.47	8.00	41	1.330	1.000	0	23	1826	3816
76	27	1330	g	669	3.16	4.47	7.21	41	1.281	1.000	0	23	1867	3816
76	27	1371	e	516	3.60	6.00	10.00	38	1.013	1.019	0	112	1908	3816
76	27	1409	d	528	3.37	5.66	8.25	38	1.070	1.262	1	33	1946	3816
76	28	0	N	474	4.90	8.00	10.00	19	0.593	0.971	0	2	537	3891
76	28	19	o	528	3.88	6.00	8.00	34	1.151	1.073	0	68	556	3891
76	28	53	v	808	5.99	10.00	14.14	40	1.826	1.609	1	13	590	3891
76	28	93	o	535	3.83	6.00	8.00	36	1.166	1.073	0	68	630	3891
76	28	129	g	790	3.53	6.00	8.25	39	1.512	1.342	1	23	666	3891
76	28	168	r	491	4.04	6.32	10.00	38	1.212	1.054	0	48	705	3891
76	28	206	a	617	3.63	5.66	8.25	39	1.236	1.255	1	71	743	3891
76	28	245	t	450	3.79	6.00	10.00	31	1.116	1.091	1	96	782	3891
76	28	276	z	991	6.66	12.00	17.89	34	1.849	1.897	1	3	813	3891
76	28	337	i	407	3.74	6.00	8.49	28	1.218	1.000	0	71	874	3891
76	28	365	n	555	3.81	6.32	10.77	40	1.174	1.043	0	93	902	3891
76	28	429	t	459	3.77	6.00	10.00	32	1.138	1.091	1	96	966	3891
76	28	461	h	588	3.48	5.66	8.49	46	1.125	1.252	1	46	998	3891
76	28	507	e	555	3.83	6.00	10.00	33	1.090	1.019	0	112	1044	3891
76	28	564	t	430	3.60	6.00	10.00	32	1.066	1.091	1	96	1101	3891
76	28	596	w	616	3.92	6.32	11.31	47	1.157	1.054	0	10	1133	3891
76	28	643	e	535	3.68	6.00	8.94	37	1.051	1.019	0	112	1180	3891
76	28	680	e	546	3.74	6.00	10.00	35	1.072	1.019	0	112	1217	3891
76	28	715	t	427	3.64	6.00	10.00	35	1.059	1.091	1	96	1252	3891
76	28	750	,	256	5.10	10.00	13.42	18	1.036	1.068	0	6	1287	3891
76	28	793	f	743	3.74	6.00	10.00	35	1.568	1.000	0	16	1330	3891
76	28	828	i	62	3.71	6.00	6.32	12	0.186	1.000	0	71	1365	3891
76	28	840	g	706	3.24	4.47	7.21	41	1.351	1.000	0	23	1377	3891
76	28	881	u	551	3.84	6.00	10.00	43	1.094	1.000	0	34	1418	3891
76	28	924	r	454	3.85	6.00	8.94	41	1.121	1.000	0	48	1461	3891
76	28	965	i	368	3.56	6.00	8.00	31	1.101	1.000	0	71	1502	3891
76	28	996	n	574	3.73	6.00	10.77	40	1.214	0.990	0	93	1533	3891
76	28	1036	g	720	3.30	5.66	8.00	42	1.378	1.265	1	23	1573	3891
76	28	1102	h	551	3.36	5.66	8.00	41	1.054	1.252	1	46	1639	3891
76	28	1143	e	550	3.81	6.00	10.00	35	1.080	1.019	0	112	1680	3891
76	28	1204	c	432	3.51	5.66	7.21	35	1.120	1.000	0	26	1741	3891
76	28	1239	o	471	3.62	6.00	8.00	36	1.026	1.073	0	68	1776	3891
76	28	1275	u	533	3.78	6.00	8.49	41	1.059	1.000	0	34	1812	3891
76	28	1316	l	456	3.74	6.00	8.00	36	1.228	1.000	0	53	1853	3891
76	28	1352	d	529	3.38	5.66	8.49	37	1.072	1.262	1	33	1889	3891
76	28	1415	s	588	3.97	6.32	10.00	33	1.155	1.053	0	54	1952	3891
76	28	1448	e	524	3.67	6.00	10.00	37	1.029	1.019	0	112	1985	3891
76	28	1485	l	444	3.68	6.00	8.00	36	1.195	1.000	0	53	2022	3891
76	28	1521	l	450	3.70	6.00	8.49	33	1.212	1.000	0	53	2058	3891
76	29	0	b	330	3.77	6.00	8.94	24	0.689	1.034	0	18	537	4033
76	29	24	u	351	4.16	6.32	10.00	27	0.697	1.054	0	34	561	4033
76	29	51	n	556	3.90	6.32	10.00	40	1.176	1.043	0	93	588	4033
76	29	91	c	463	3.71	6.00	8.00	37	1.200	1.061	0	26	628	4033
76	29	128	h	614	3.55	6.00	8.49	43	1.175	1.328	1	46	665	4033
76	29	194	t	465	3.81	6.00	10.00	31	1.153	1.091	1	96	731	4033
76	29	225	o	510	3.77	6.00	8.00	36	1.111	1.073	0	68	762	4033
76	29	286	h	596	3.48	5.66	8.49	42	1.141	1.252	1	46	823	4033
76	29	328	i	395	3.66	6.00	8.49	34	1.182	1.000	0	71	865	4033
76	29	362	s	623	4.12	6.32	10.20	34	1.224	1.053	0	54	899	4033
76	29	422	W	676	3.66	6.00	10.00	45	1.000	1.000	0	1	959	4033
76	29	467	a	599	3.58	5.73	8.49	41	1.200	1.270	1	71	1004	4033
76	29	508	l	493	3.96	6.00	8.94	34	1.327	1.000	0	53	1045	4033
76	29	542	l	467	3.80	6.00	8.49	35	1.257	1.000	0	53	1079	4033
76	29	602	S	657	3.81	6.32	10.00	37	1.050	1.026	0	2	1139	4033
76	29	639	t	444	3.65	6.00	10.00	34	1.101	1.091	1	96	1176	4033
76	29	673	r	473	3.92	6.00	8.94	38	1.168	1.000	0	48	1210	4033
76	29	711	e	544	3.76	6.00	10.00	37	1.068	1.019	0	112	1248	4033
76	29	748	e	554	3.84	6.00	10.00	34	1.088	1.019	0	112	1285	4033
76	29	782	t	433	3.61	6.00	10.00	34	1.074	1.091	1	96	1319	4033
76	29	840	c	434	3.52	5.66	8.00	32	1.125	1.000	0	26	1377	4033
76	29	872	r	460	3.88	6.00	8.94	37	1.136	1.000	0	48	1409	4033
76	29	909	o	482	3.63	6.00	7.21	36	1.050	1.073	0	68	1446	4033
76	29	945	n	529	3.76	6.32	10.00	41	1.119	1.043	0	93	1482	4033
76	29	986	y	644	4.02	7.21	10.77	41	1.100	1.179	1	15	1523	4033
76	29	1050	p	612	3.55	5.97	8.49	40	1.046	1.037	0	14	1587	4033
76	29	1090	a	563	3.47	5.66	8.00	39	1.128	1.255	1	71	1627	4033
76	29	1129	l	456	3.73	6.00	8.00	37	1.228	1.000	0	53	1666	4033
76	29	1166	s	593	4.00	6.32	10.00	35	1.165	1.053	0	54	1703	4033
76	29	1201	,	255	5.09	10.00	13.42	20	1.032	1.068	0	6	1738	4033
76	29	1247	b	564	3.62	6.00	10.00	38	1.178	1.034	0	18	1784	4033
76	29	1285	u	529	3.66	6.00	8.25	43	1.051	1.000	0	34	1822	4033
76	29	1328	t	419	3.50	5.66	8.94	31	1.039	1.028	0	96	1865	4033
76	29	1384	s	580	3.93	6.32	10.00	35	1.140	1.053	0	54	1921	4033
76	29	1419	o	479	3.64	6.00	8.00	34	1.044	1.073	0	68	1956	4033
76	29	1477	f	454	3.69	6.00	8.49	26	0.958	1.000	0	16	2014	4033
76	29	1503	a	606	3.37	5.66	8.25	42	1.214	1.255	1	71	2040	4033
76	29	1545	r	451	3.82	6.00	8.49	36	1.114	1.000	0	48	2082	4033
76	30	0	h	683	3.69	6.00	8.00	50	1.307	1.328	1	46	537	4147
76	30	50	a	666	4.32	7.21	10.20	35	1.335	1.600	1	71	587	4147
76	30	85	s	284	3.80	6.23	10.00	24	0.558	1.036	0	54	622	4147
76	30	109	n	282	4.12	7.21	11.66	23	0.597	1.190	0	93	646	4147
76	30	132	'	185	4.50	8.00	10.00	16	1.041	0.998	0	13	669	4147
76	30	148	t	469	3.82	6.00	10.00	33	1.163	1.091	1	96	685	4147
76	30	205	m	807	4.05	6.68	10.77	44	1.289	1.113	0	13	742	4147
76	30	249	o	525	3.86	6.00	8.00	37	1.144	1.073	0	68	786	4147
